,Year,Nutrient nitrogen N (total) - tonnes,Nutrient phosphate P2O5 (total) - tonnes,Nutrient potash K2O (total) - tonnes,Item,harvest_area (ha),tonnes,Yield(hg/ha),"Ammonia, anhydrous",Ammonium nitrate (AN),Ammonium sulphate,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Diammonium phosphate (DAP),Fertilizers n.e.c.,Monoammonium phosphate (MAP),NPK fertilizers,Other NP compounds,"Other nitrogenous fertilizers, n.e.c.","Other phosphatic fertilizers, n.e.c.","Other potassic fertilizers, n.e.c.",PK compounds,Phosphate rock,Potassium chloride (muriate of potash) (MOP),Potassium nitrate,Potassium sulphate (sulphate of potash) (SOP),Sodium nitrate,Superphosphates above 35%,"Superphosphates, other",Urea,Urea and ammonium nitrate solutions (UAN)
211,2007,1807176,316692,511303,"Broad beans and horse beans, green",470,3573.0,76021,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
212,2007,1807176,316692,511303,Cabbages,14797,777721.0,525594,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
213,2007,1807176,316692,511303,Carrots and turnips,10217,562296.0,550353,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
214,2007,1807176,316692,511303,Cauliflowers and broccoli,6517,150737.0,231298,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
215,2007,1807176,316692,511303,Cherries,5443,34452.0,63296,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
216,2007,1807176,316692,511303,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",35,2066.0,590286,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
217,2007,1807176,316692,511303,Cucumbers and gherkins,3224,244694.0,758976,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
218,2007,1807176,316692,511303,Currants,2043,8808.0,43113,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
219,2007,1807176,316692,511303,Grapes,99702,1400600.0,140479,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
220,2007,1807176,316692,511303,Hop cones,17747,32140.0,18110,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
221,2007,1807176,316692,511303,Leeks and other alliaceous vegetables,3222,105283.0,326763,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
222,2007,1807176,316692,511303,Lettuce and chicory,13986,311859.0,222979,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
223,2007,1807176,316692,511303,Lupins,25246,32000.0,12675,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
224,2007,1807176,316692,511303,Maize (corn),403210,3809320.0,94475,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
225,2007,1807176,316692,511303,Mixed grain,29728,122856.0,41327,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
226,2007,1807176,316692,511303,Oats,177831,727926.0,40934,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
227,2007,1807176,316692,511303,"Onions and shallots, dry (excluding dehydrated)",8388,377639.0,450213,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
228,2007,1807176,316692,511303,"Onions and shallots, green",1367,50419.0,368830,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
229,2007,1807176,316692,511303,"Other beans, green",4302,47422.0,110232,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
230,2007,1807176,316692,511303,Other berries and fruits of the genus vaccinium n.e.c.,80,299.0,37375,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
231,2007,1807176,316692,511303,Other stone fruits,561,5996.0,106881,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
232,2007,1807176,316692,511303,"Other vegetables, fresh n.e.c.",13103,376109.0,287040,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
233,2007,1807176,316692,511303,Peaches and nectarines,105,810.0,77143,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
234,2007,1807176,316692,511303,Pears,2097,49918.0,238045,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
235,2007,1807176,316692,511303,"Peas, dry",67668,177487.0,26229,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
236,2007,1807176,316692,511303,"Peas, green",5188,26334.0,50759,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
237,2007,1807176,316692,511303,Plums and sloes,4533,65290.0,144033,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
238,2007,1807176,316692,511303,Potatoes,274961,11643769.0,423470,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
239,2007,1807176,316692,511303,"Pumpkins, squash and gourds",2238,75422.0,337006,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
240,2007,1807176,316692,511303,Rape or colza seed,1548177,5320518.0,34366,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
241,2007,1807176,316692,511303,Raspberries,1121,6191.0,55227,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
242,2007,1807176,316692,511303,Rye,670939,2698282.0,40217,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
243,2007,1807176,316692,511303,Sour cherries,3426,28756.0,83935,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
244,2007,1807176,316692,511303,Spinach,3582,61398.0,171407,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
245,2007,1807176,316692,511303,Strawberries,13013,158658.0,121923,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
246,2007,1807176,316692,511303,Sugar beet,402697,25139137.0,624269,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
247,2007,1807176,316692,511303,Sunflower seed,19161,50862.0,26545,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
248,2007,1807176,316692,511303,Tomatoes,293,62599.0,2136485,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
249,2007,1807176,316692,511303,Triticale,381036,2061470.0,54102,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
250,2007,1807176,316692,511303,Unmanufactured tobacco,3270,7740.0,23670,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
251,2007,1807176,316692,511303,Wheat,2992075,20828077.0,69611,507932.9,13245.0,135751.1,1868360.1,162436.6,22707.5,41047.5,695573.2,153749.7,123513.69,85660.1,1343.1,120205.9,115109.4,101080.6,14214.0,17107.8,6673.3,64373.1,,378415.3,299018.7
252,2008,1550625,174345,179171,Apples,31800,1046995.0,329244,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
253,2008,1550625,174345,179171,Asparagus,18436,92653.0,50257,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
254,2008,1550625,174345,179171,Barley,1961682,11967114.0,61004,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
255,2008,1550625,174345,179171,Blueberries,1406,4116.0,29275,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
256,2008,1550625,174345,179171,"Broad beans and horse beans, dry",11128,38369.0,34480,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
257,2008,1550625,174345,179171,"Broad beans and horse beans, green",548,4097.0,74763,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
258,2008,1550625,174345,179171,Cabbages,15573,806078.0,517613,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
259,2008,1550625,174345,179171,Carrots and turnips,10226,547073.0,534982,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
260,2008,1550625,174345,179171,Cauliflowers and broccoli,7033,156101.0,221955,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
261,2008,1550625,174345,179171,Cherries,5449,25166.0,46185,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
262,2008,1550625,174345,179171,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",41,1904.0,464390,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
263,2008,1550625,174345,179171,Cucumbers and gherkins,3086,236625.0,766769,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
264,2008,1550625,174345,179171,Currants,2025,10587.0,52281,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
265,2008,1550625,174345,179171,Hop cones,18780,39675.0,21126,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
266,2008,1550625,174345,179171,Leeks and other alliaceous vegetables,3379,114188.0,337934,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
267,2008,1550625,174345,179171,Lettuce and chicory,15148,316741.0,209098,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
268,2008,1550625,174345,179171,Lupins,19869,25000.0,12582,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
269,2008,1550625,174345,179171,Maize (corn),520478,5105861.0,98099,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
270,2008,1550625,174345,179171,Mixed grain,27551,124416.0,45158,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
271,2008,1550625,174345,179171,Oats,179485,793188.0,44192,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
272,2008,1550625,174345,179171,"Onions and shallots, dry (excluding dehydrated)",8942,407602.0,455829,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
273,2008,1550625,174345,179171,"Onions and shallots, green",1644,56803.0,345517,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
274,2008,1550625,174345,179171,"Other beans, green",4775,49260.0,103162,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
275,2008,1550625,174345,179171,Other berries and fruits of the genus vaccinium n.e.c.,76,177.0,23289,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
276,2008,1550625,174345,179171,Other stone fruits,559,4303.0,76977,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
277,2008,1550625,174345,179171,"Other vegetables, fresh n.e.c.",13813,398830.0,288735,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
278,2008,1550625,174345,179171,Peaches and nectarines,110,850.0,77273,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
279,2008,1550625,174345,179171,Pears,2090,38076.0,182182,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
280,2008,1550625,174345,179171,"Peas, dry",48034,140556.0,29262,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
281,2008,1550625,174345,179171,"Peas, green",5265,29356.0,55757,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
282,2008,1550625,174345,179171,Plums and sloes,4539,31363.0,69097,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
283,2008,1550625,174345,179171,Potatoes,259800,11369000.0,437606,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
284,2008,1550625,174345,179171,"Pumpkins, squash and gourds",2671,74822.0,280127,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
285,2008,1550625,174345,179171,Rape or colza seed,1370700,5154700.0,37606,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
286,2008,1550625,174345,179171,Raspberries,1120,5334.0,47625,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
287,2008,1550625,174345,179171,Rye,736934,3744245.0,50808,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
288,2008,1550625,174345,179171,Sour cherries,3405,14911.0,43791,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
289,2008,1550625,174345,179171,Spinach,3528,62472.0,177075,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
290,2008,1550625,174345,179171,Strawberries,13032,150854.0,115757,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
291,2008,1550625,174345,179171,Sugar beet,369300,23002600.0,622870,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
292,2008,1550625,174345,179171,Sunflower seed,24900,48900.0,19639,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
293,2008,1550625,174345,179171,Tomatoes,308,65096.0,2113506,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
294,2008,1550625,174345,179171,Triticale,398804,2381470.0,59715,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
295,2008,1550625,174345,179171,Unmanufactured tobacco,3143,8339.0,26532,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
296,2008,1550625,174345,179171,Wheat,3213485,25988564.0,80873,525350.06,18898.54,218425.37,2440516.08,177275.15,37986.06,30741.2,733332.54,116181.43,145815.41,62896.24,2777.28,97733.52,146030.19,124976.93,18945.81,12292.58,7106.02,76941.24,,531398.08,250724.51
297,2009,1569045,235159,362791,Apples,31813,1070678.0,336554,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
298,2009,1569045,235159,362791,Asparagus,18190,98193.0,53982,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
299,2009,1569045,235159,362791,Barley,1877894,12288100.0,65436,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
300,2009,1569045,235159,362791,Blueberries,1426,9940.0,69705,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
301,2009,1569045,235159,362791,"Broad beans and horse beans, dry",12022,47469.0,39485,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
302,2009,1569045,235159,362791,"Broad beans and horse beans, green",533,3948.0,74071,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
303,2009,1569045,235159,362791,Cabbages,14867,841181.0,565804,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
304,2009,1569045,235159,362791,Carrots and turnips,10471,570239.0,544589,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
305,2009,1569045,235159,362791,Cauliflowers and broccoli,6817,168089.0,246573,546527.04,15844.99,141858.29,2093245.97,320375.58,21608.53,47404.3,153694.17,38251.35,147916.05,42182.23,956.97,31600.29,29218.84,75332.8,8045.16,14200.52,4697.07,41244.6,,766322.85,225324.53
