Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2017","2017","tonnes","63","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2018","2018","tonnes","112","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2019","2019","tonnes","119","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1311","Insecticides – Organo-phosphates","2020","2020","tonnes","0","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1990","1990","tonnes","316","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1991","1991","tonnes","362","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1992","1992","tonnes","194","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1993","1993","tonnes","131","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1994","1994","tonnes","110","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1995","1995","tonnes","152","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1996","1996","tonnes","156","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1997","1997","tonnes","100","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1998","1998","tonnes","96","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","1999","1999","tonnes","64","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2000","2000","tonnes","106.96","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2001","2001","tonnes","112.42","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2002","2002","tonnes","142.61","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2003","2003","tonnes","85.92","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2004","2004","tonnes","120.06","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2005","2005","tonnes","211.46","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2006","2006","tonnes","154.48","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2007","2007","tonnes","129.13","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2008","2008","tonnes","115.63","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2009","2009","tonnes","191.22","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2010","2010","tonnes","208.91","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2011","2011","tonnes","234.98","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2012","2012","tonnes","230.81","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2013","2013","tonnes","100.5","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2014","2014","tonnes","54.16","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2015","2015","tonnes","173.04","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2016","2016","tonnes","191","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2017","2017","tonnes","152","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2018","2018","tonnes","114","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2019","2019","tonnes","149","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1312","Insecticides – Carbamates","2020","2020","tonnes","86","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1990","1990","tonnes","113","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1991","1991","tonnes","79","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1992","1992","tonnes","42","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1993","1993","tonnes","56","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1994","1994","tonnes","44","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1995","1995","tonnes","47","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1996","1996","tonnes","42","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1997","1997","tonnes","35","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1998","1998","tonnes","61","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","1999","1999","tonnes","47","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2000","2000","tonnes","32.18","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2001","2001","tonnes","26.12","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1313","Insecticides – Pyrethroids","2002","2002","tonnes","51.83","A","Official figure"
