,Crop,Variable,Correlation
1417,Mustard seed,"Other potassic fertilizers, n.e.c.",
1418,Mustard seed,PK compounds,
1419,Mustard seed,Phosphate rock,
1420,Mustard seed,Potassium chloride (muriate of potash) (MOP),
1421,Mustard seed,Potassium nitrate,
1422,Mustard seed,Potassium sulphate (sulphate of potash) (SOP),
1423,Mustard seed,Sodium nitrate,
1424,Mustard seed,Superphosphates above 35%,
1425,Mustard seed,"Superphosphates, other",
1426,Mustard seed,Urea,
1427,Mustard seed,Urea and ammonium nitrate solutions (UAN),
1428,Soya beans,Year,0.5097712575338947
1429,Soya beans,Nutrient nitrogen N (total) - tonnes,0.25997714919522796
1430,Soya beans,Nutrient phosphate P2O5 (total) - tonnes,0.7738408798729313
1431,Soya beans,Nutrient potash K2O (total) - tonnes,0.2731542587914239
1432,Soya beans,harvest_area (ha),0.5046416980089015
1433,Soya beans,tonnes,0.7624522619305637
1434,Soya beans,"Ammonia, anhydrous",-0.9384482434609439
1435,Soya beans,Ammonium nitrate (AN),-0.9866902636992543
1436,Soya beans,Ammonium sulphate,0.8604683456971665
1437,Soya beans,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.5639578278160085
1438,Soya beans,Diammonium phosphate (DAP),0.31887343170440263
1439,Soya beans,Fertilizers n.e.c.,0.9217922298028991
1440,Soya beans,Monoammonium phosphate (MAP),-0.8956646838094057
1441,Soya beans,NPK fertilizers,-0.535200642896359
1442,Soya beans,Other NP compounds,-0.6558970827984815
1443,Soya beans,"Other nitrogenous fertilizers, n.e.c.",0.8491416292036811
1444,Soya beans,"Other phosphatic fertilizers, n.e.c.",-0.262425034372089
1445,Soya beans,"Other potassic fertilizers, n.e.c.",0.6565816995659386
1446,Soya beans,PK compounds,0.5841311449111627
1447,Soya beans,Phosphate rock,0.9999749419983233
1448,Soya beans,Potassium chloride (muriate of potash) (MOP),0.5407576204770382
1449,Soya beans,Potassium nitrate,-0.1480249237370817
1450,Soya beans,Potassium sulphate (sulphate of potash) (SOP),0.3528208800175136
1451,Soya beans,Sodium nitrate,-0.09058807268592639
1452,Soya beans,Superphosphates above 35%,0.9375791527982722
1453,Soya beans,"Superphosphates, other",0.28589123492733326
1454,Soya beans,Urea,-0.4888367386809623
1455,Soya beans,Urea and ammonium nitrate solutions (UAN),-0.8017170793907902
1456,Apricots,Year,0.4205938499573947
1457,Apricots,Nutrient nitrogen N (total) - tonnes,-0.20196524116563955
1458,Apricots,Nutrient phosphate P2O5 (total) - tonnes,-0.11369542526295151
1459,Apricots,Nutrient potash K2O (total) - tonnes,0.07883119848063715
1460,Apricots,harvest_area (ha),-0.594072046251632
1461,Apricots,tonnes,0.9633318432802588
1462,Apricots,"Ammonia, anhydrous",0.48878367623631963
1463,Apricots,Ammonium nitrate (AN),-0.6167331659907459
1464,Apricots,Ammonium sulphate,0.3283694713186104
1465,Apricots,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.49778329255744275
1466,Apricots,Diammonium phosphate (DAP),0.07954756839083792
1467,Apricots,Fertilizers n.e.c.,0.259593104885056
1468,Apricots,Monoammonium phosphate (MAP),-0.39613848204811
1469,Apricots,NPK fertilizers,0.07240821094486775
1470,Apricots,Other NP compounds,-0.1893783383327573
1471,Apricots,"Other nitrogenous fertilizers, n.e.c.",0.9493917657198392
1472,Apricots,"Other phosphatic fertilizers, n.e.c.",-0.5622240565195509
1473,Apricots,"Other potassic fertilizers, n.e.c.",-0.2329577486215776
1474,Apricots,PK compounds,-0.4772360503782625
1475,Apricots,Phosphate rock,-0.11455844523164514
1476,Apricots,Potassium chloride (muriate of potash) (MOP),0.39170071816981983
1477,Apricots,Potassium nitrate,0.5907544902154205
1478,Apricots,Potassium sulphate (sulphate of potash) (SOP),0.044891028780814406
1479,Apricots,Sodium nitrate,0.9019727899448631
1480,Apricots,Superphosphates above 35%,-0.14706520147015753
1481,Apricots,"Superphosphates, other",
1482,Apricots,Urea,-0.562474494466754
1483,Apricots,Urea and ammonium nitrate solutions (UAN),-0.8021652341926859
1484,Asparagus,Year,0.8641031777133262
1485,Asparagus,Nutrient nitrogen N (total) - tonnes,-0.5085563522604308
1486,Asparagus,Nutrient phosphate P2O5 (total) - tonnes,-0.46204278915623476
1487,Asparagus,Nutrient potash K2O (total) - tonnes,-0.2928564256119115
1488,Asparagus,harvest_area (ha),0.8264111013348316
1489,Asparagus,tonnes,0.933807171065106
1490,Asparagus,"Ammonia, anhydrous",0.8460101096274609
1491,Asparagus,Ammonium nitrate (AN),-0.6990005305292181
1492,Asparagus,Ammonium sulphate,0.4660033629703393
1493,Asparagus,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.05926647308295941
1494,Asparagus,Diammonium phosphate (DAP),0.6319416111700741
1495,Asparagus,Fertilizers n.e.c.,0.01990182072510771
1496,Asparagus,Monoammonium phosphate (MAP),-0.8259318415059146
1497,Asparagus,NPK fertilizers,-0.7975104865421695
1498,Asparagus,Other NP compounds,-0.6113992736989419
1499,Asparagus,"Other nitrogenous fertilizers, n.e.c.",0.7668604192474605
1500,Asparagus,"Other phosphatic fertilizers, n.e.c.",-0.6440494919226892
1501,Asparagus,"Other potassic fertilizers, n.e.c.",0.5826543672297754
1502,Asparagus,PK compounds,-0.8134884968100154
1503,Asparagus,Phosphate rock,-0.5957024622126944
1504,Asparagus,Potassium chloride (muriate of potash) (MOP),0.537576452975079
1505,Asparagus,Potassium nitrate,0.31226281011053525
1506,Asparagus,Potassium sulphate (sulphate of potash) (SOP),0.6605250362597316
1507,Asparagus,Sodium nitrate,-0.4687253103344321
1508,Asparagus,Superphosphates above 35%,-0.8296125747505891
1509,Asparagus,"Superphosphates, other",0.7086998398281547
1510,Asparagus,Urea,0.6254531403520008
1511,Asparagus,Urea and ammonium nitrate solutions (UAN),-0.604606848514595
1512,Barley,Year,0.5813466653679097
1513,Barley,Nutrient nitrogen N (total) - tonnes,-0.17530133548582694
1514,Barley,Nutrient phosphate P2O5 (total) - tonnes,-0.12298053813655246
1515,Barley,Nutrient potash K2O (total) - tonnes,-0.13859294464483535
1516,Barley,harvest_area (ha),-0.5818999468701422
1517,Barley,tonnes,0.4371553141208707
1518,Barley,"Ammonia, anhydrous",0.5404437314240689
1519,Barley,Ammonium nitrate (AN),-0.5386081650533974
1520,Barley,Ammonium sulphate,0.25633745862214685
1521,Barley,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.15726637396210805
1522,Barley,Diammonium phosphate (DAP),0.6240089461870699
1523,Barley,Fertilizers n.e.c.,0.14237271244440355
1524,Barley,Monoammonium phosphate (MAP),-0.610350524076626
1525,Barley,NPK fertilizers,-0.47023266928540114
1526,Barley,Other NP compounds,-0.4110040894575211
1527,Barley,"Other nitrogenous fertilizers, n.e.c.",0.6734938226535544
1528,Barley,"Other phosphatic fertilizers, n.e.c.",-0.31933382505968294
1529,Barley,"Other potassic fertilizers, n.e.c.",0.37461689125820696
1530,Barley,PK compounds,-0.46707639003737644
1531,Barley,Phosphate rock,-0.26724273950411714
1532,Barley,Potassium chloride (muriate of potash) (MOP),0.6313369881837667
1533,Barley,Potassium nitrate,0.12722330287444086
1534,Barley,Potassium sulphate (sulphate of potash) (SOP),0.4919553209145357
1535,Barley,Sodium nitrate,-0.477561126978484
1536,Barley,Superphosphates above 35%,-0.30794320320546664
1537,Barley,"Superphosphates, other",-0.1906173129741935
1538,Barley,Urea,0.527224400163769
1539,Barley,Urea and ammonium nitrate solutions (UAN),-0.3703851470107938
1540,"Broad beans and horse beans, dry",Year,0.13764564894327563
1541,"Broad beans and horse beans, dry",Nutrient nitrogen N (total) - tonnes,0.08227445767045483
1542,"Broad beans and horse beans, dry",Nutrient phosphate P2O5 (total) - tonnes,0.017355908901227644
1543,"Broad beans and horse beans, dry",Nutrient potash K2O (total) - tonnes,0.045467853768827574
1544,"Broad beans and horse beans, dry",harvest_area (ha),-0.034795001470598635
1545,"Broad beans and horse beans, dry",tonnes,0.17597571492833783
1546,"Broad beans and horse beans, dry","Ammonia, anhydrous",0.03776899910986661
1547,"Broad beans and horse beans, dry",Ammonium nitrate (AN),-0.22075392117364828
1548,"Broad beans and horse beans, dry",Ammonium sulphate,-0.0565391896295997
1549,"Broad beans and horse beans, dry",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.03566456904159764
1550,"Broad beans and horse beans, dry",Diammonium phosphate (DAP),0.3088088032465825
1551,"Broad beans and horse beans, dry",Fertilizers n.e.c.,0.017213901852311742
1552,"Broad beans and horse beans, dry",Monoammonium phosphate (MAP),-0.23419221213576705
1553,"Broad beans and horse beans, dry",NPK fertilizers,-0.12318164119626765
1554,"Broad beans and horse beans, dry",Other NP compounds,-0.1508114064593251
1555,"Broad beans and horse beans, dry","Other nitrogenous fertilizers, n.e.c.",0.1855806345180311
1556,"Broad beans and horse beans, dry","Other phosphatic fertilizers, n.e.c.",0.0790790061311308
1557,"Broad beans and horse beans, dry","Other potassic fertilizers, n.e.c.",0.03686056954106556
1558,"Broad beans and horse beans, dry",PK compounds,-0.1793046165723237
1559,"Broad beans and horse beans, dry",Phosphate rock,-0.0019173025163533313
1560,"Broad beans and horse beans, dry",Potassium chloride (muriate of potash) (MOP),0.37097351074038054
1561,"Broad beans and horse beans, dry",Potassium nitrate,-0.14019130593139228
1562,"Broad beans and horse beans, dry",Potassium sulphate (sulphate of potash) (SOP),0.23972184136618735
1563,"Broad beans and horse beans, dry",Sodium nitrate,-0.1616682761328537
1564,"Broad beans and horse beans, dry",Superphosphates above 35%,-0.1326133509310424
1565,"Broad beans and horse beans, dry","Superphosphates, other",-0.8616783985044032
1566,"Broad beans and horse beans, dry",Urea,0.29346613487376716
1567,"Broad beans and horse beans, dry",Urea and ammonium nitrate solutions (UAN),0.03741186709883562
1568,"Broad beans and horse beans, green",Year,-0.7990072392915512
1569,"Broad beans and horse beans, green",Nutrient nitrogen N (total) - tonnes,0.6207745447986668
1570,"Broad beans and horse beans, green",Nutrient phosphate P2O5 (total) - tonnes,0.5129175654926937
1571,"Broad beans and horse beans, green",Nutrient potash K2O (total) - tonnes,0.28128201360932825
1572,"Broad beans and horse beans, green",harvest_area (ha),-0.9136394871756878
1573,"Broad beans and horse beans, green",tonnes,-0.2827959305410549
1574,"Broad beans and horse beans, green","Ammonia, anhydrous",-0.8184412340113622
1575,"Broad beans and horse beans, green",Ammonium nitrate (AN),0.9176411484253586
1576,"Broad beans and horse beans, green",Ammonium sulphate,-0.28322182047945244
1577,"Broad beans and horse beans, green",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.2938208328510443
1578,"Broad beans and horse beans, green",Diammonium phosphate (DAP),-0.45280228011915763
1579,"Broad beans and horse beans, green",Fertilizers n.e.c.,-0.18025832013338447
1580,"Broad beans and horse beans, green",Monoammonium phosphate (MAP),0.8127180361178229
1581,"Broad beans and horse beans, green",NPK fertilizers,0.7508906478841257
1582,"Broad beans and horse beans, green",Other NP compounds,0.5981793840339312
1583,"Broad beans and horse beans, green","Other nitrogenous fertilizers, n.e.c.",-0.6571724412175103
1584,"Broad beans and horse beans, green","Other phosphatic fertilizers, n.e.c.",0.6449833384849912
1585,"Broad beans and horse beans, green","Other potassic fertilizers, n.e.c.",-0.5538452175467434
1586,"Broad beans and horse beans, green",PK compounds,0.6983630541014921
1587,"Broad beans and horse beans, green",Phosphate rock,0.59727898922594
1588,"Broad beans and horse beans, green",Potassium chloride (muriate of potash) (MOP),-0.35304068024971397
1589,"Broad beans and horse beans, green",Potassium nitrate,-0.47298099675210536
1590,"Broad beans and horse beans, green",Potassium sulphate (sulphate of potash) (SOP),-0.35851511866990377
1591,"Broad beans and horse beans, green",Sodium nitrate,0.16315211358901036
1592,"Broad beans and horse beans, green",Superphosphates above 35%,0.8154635128724093
1593,"Broad beans and horse beans, green","Superphosphates, other",-0.6392760614890113
1594,"Broad beans and horse beans, green",Urea,-0.2760069750561527
1595,"Broad beans and horse beans, green",Urea and ammonium nitrate solutions (UAN),0.7265650483028787
1596,Cabbages,Year,0.5306556306410887
1597,Cabbages,Nutrient nitrogen N (total) - tonnes,-0.11475353434524234
1598,Cabbages,Nutrient phosphate P2O5 (total) - tonnes,-0.13203124165041155
1599,Cabbages,Nutrient potash K2O (total) - tonnes,-0.14582600733039136
1600,Cabbages,harvest_area (ha),-0.353951769810326
1601,Cabbages,tonnes,0.5413709186887201
1602,Cabbages,"Ammonia, anhydrous",0.468779045044639
1603,Cabbages,Ammonium nitrate (AN),-0.6006010103053205
1604,Cabbages,Ammonium sulphate,0.44238956365563037
1605,Cabbages,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.3440098017386843
1606,Cabbages,Diammonium phosphate (DAP),0.589619243038829
1607,Cabbages,Fertilizers n.e.c.,0.013778413875286222
1608,Cabbages,Monoammonium phosphate (MAP),-0.5478717175189141
1609,Cabbages,NPK fertilizers,-0.5628636230379025
1610,Cabbages,Other NP compounds,-0.5764112662582405
1611,Cabbages,"Other nitrogenous fertilizers, n.e.c.",0.5006636526533282
1612,Cabbages,"Other phosphatic fertilizers, n.e.c.",-0.38057826636937386
1613,Cabbages,"Other potassic fertilizers, n.e.c.",0.23510201015363333
1614,Cabbages,PK compounds,-0.4478589943205622
1615,Cabbages,Phosphate rock,-0.3291637752708167
1616,Cabbages,Potassium chloride (muriate of potash) (MOP),0.655500303083154
1617,Cabbages,Potassium nitrate,-0.04680459401306478
1618,Cabbages,Potassium sulphate (sulphate of potash) (SOP),0.669892506810787
1619,Cabbages,Sodium nitrate,-0.21031693852564676
1620,Cabbages,Superphosphates above 35%,-0.6402600044140745
1621,Cabbages,"Superphosphates, other",-0.36079400717625193
1622,Cabbages,Urea,0.5844598501705678
1623,Cabbages,Urea and ammonium nitrate solutions (UAN),-0.3388651536179402
1624,Carrots and turnips,Year,0.6422900709333906
1625,Carrots and turnips,Nutrient nitrogen N (total) - tonnes,-0.22395977596305963
1626,Carrots and turnips,Nutrient phosphate P2O5 (total) - tonnes,-0.18388432005856387
1627,Carrots and turnips,Nutrient potash K2O (total) - tonnes,-0.112149864714109
1628,Carrots and turnips,harvest_area (ha),0.372442181450698
1629,Carrots and turnips,tonnes,0.7018660243440704
1630,Carrots and turnips,"Ammonia, anhydrous",0.5108692974884959
1631,Carrots and turnips,Ammonium nitrate (AN),-0.701118127611634
1632,Carrots and turnips,Ammonium sulphate,0.3398967372654426
1633,Carrots and turnips,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.06242402229728246
1634,Carrots and turnips,Diammonium phosphate (DAP),0.6217192770321442
1635,Carrots and turnips,Fertilizers n.e.c.,0.16521818386567036
1636,Carrots and turnips,Monoammonium phosphate (MAP),-0.7384419915299623
1637,Carrots and turnips,NPK fertilizers,-0.5382735812815158
1638,Carrots and turnips,Other NP compounds,-0.5186360173147403
1639,Carrots and turnips,"Other nitrogenous fertilizers, n.e.c.",0.620995542825622
1640,Carrots and turnips,"Other phosphatic fertilizers, n.e.c.",-0.38547868945161534
1641,Carrots and turnips,"Other potassic fertilizers, n.e.c.",0.4027637155346644
1642,Carrots and turnips,PK compounds,-0.4612799336826533
1643,Carrots and turnips,Phosphate rock,-0.27776500206107896
1644,Carrots and turnips,Potassium chloride (muriate of potash) (MOP),0.7136340751527362
1645,Carrots and turnips,Potassium nitrate,0.2236655047192763
1646,Carrots and turnips,Potassium sulphate (sulphate of potash) (SOP),0.6154142492407503
1647,Carrots and turnips,Sodium nitrate,-0.22846905501586168
1648,Carrots and turnips,Superphosphates above 35%,-0.5906643889136148
1649,Carrots and turnips,"Superphosphates, other",-0.39639379807239505
1650,Carrots and turnips,Urea,0.49410172892338
1651,Carrots and turnips,Urea and ammonium nitrate solutions (UAN),-0.43261003012642335
1652,Cauliflowers and broccoli,Year,-0.22004537339973848
1653,Cauliflowers and broccoli,Nutrient nitrogen N (total) - tonnes,0.4850960144998206
1654,Cauliflowers and broccoli,Nutrient phosphate P2O5 (total) - tonnes,0.4715489599325489
1655,Cauliflowers and broccoli,Nutrient potash K2O (total) - tonnes,0.06675763057277978
1656,Cauliflowers and broccoli,harvest_area (ha),0.15751505576977126
1657,Cauliflowers and broccoli,tonnes,0.628034373578429
1658,Cauliflowers and broccoli,"Ammonia, anhydrous",-0.33943424450139015
1659,Cauliflowers and broccoli,Ammonium nitrate (AN),-0.19533329566988042
1660,Cauliflowers and broccoli,Ammonium sulphate,-0.26928340817700014
1661,Cauliflowers and broccoli,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.2795260265392678
1662,Cauliflowers and broccoli,Diammonium phosphate (DAP),0.22936885441893978
1663,Cauliflowers and broccoli,Fertilizers n.e.c.,-0.3165026715685846
1664,Cauliflowers and broccoli,Monoammonium phosphate (MAP),0.00039884150203162047
1665,Cauliflowers and broccoli,NPK fertilizers,0.003307031513944993
1666,Cauliflowers and broccoli,Other NP compounds,-0.048297930475094016
1667,Cauliflowers and broccoli,"Other nitrogenous fertilizers, n.e.c.",-0.09857806793508005
1668,Cauliflowers and broccoli,"Other phosphatic fertilizers, n.e.c.",0.28846574197711267
1669,Cauliflowers and broccoli,"Other potassic fertilizers, n.e.c.",-0.4973190206311558
1670,Cauliflowers and broccoli,PK compounds,0.1455629265056073
1671,Cauliflowers and broccoli,Phosphate rock,0.0748080947226688
1672,Cauliflowers and broccoli,Potassium chloride (muriate of potash) (MOP),0.23953186955438643
1673,Cauliflowers and broccoli,Potassium nitrate,-0.2885512816229607
1674,Cauliflowers and broccoli,Potassium sulphate (sulphate of potash) (SOP),0.3452798055825037
1675,Cauliflowers and broccoli,Sodium nitrate,0.3253713901790845
1676,Cauliflowers and broccoli,Superphosphates above 35%,-0.16686160315959003
1677,Cauliflowers and broccoli,"Superphosphates, other",0.2199797485936959
1678,Cauliflowers and broccoli,Urea,0.23164532301830457
1679,Cauliflowers and broccoli,Urea and ammonium nitrate solutions (UAN),0.22469803886666773
1680,Cucumbers and gherkins,Year,0.9176570809486553
1681,Cucumbers and gherkins,Nutrient nitrogen N (total) - tonnes,-0.7944562106581347
1682,Cucumbers and gherkins,Nutrient phosphate P2O5 (total) - tonnes,-0.606214465012058
1683,Cucumbers and gherkins,Nutrient potash K2O (total) - tonnes,-0.17001739867324248
1684,Cucumbers and gherkins,harvest_area (ha),-0.9078897302531905
1685,Cucumbers and gherkins,tonnes,0.5939957962542812
1686,Cucumbers and gherkins,"Ammonia, anhydrous",0.861839189294737
1687,Cucumbers and gherkins,Ammonium nitrate (AN),-0.42843267228535337
1688,Cucumbers and gherkins,Ammonium sulphate,0.45270458080658327
1689,Cucumbers and gherkins,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.427113755584355
1690,Cucumbers and gherkins,Diammonium phosphate (DAP),0.4951776562381516
1691,Cucumbers and gherkins,Fertilizers n.e.c.,0.3250853794855453
1692,Cucumbers and gherkins,Monoammonium phosphate (MAP),-0.788823385706572
1693,Cucumbers and gherkins,NPK fertilizers,-0.7796122261984452
1694,Cucumbers and gherkins,Other NP compounds,-0.5656725022419075
1695,Cucumbers and gherkins,"Other nitrogenous fertilizers, n.e.c.",0.7944999438531685
1696,Cucumbers and gherkins,"Other phosphatic fertilizers, n.e.c.",-0.7706562804337591
1697,Cucumbers and gherkins,"Other potassic fertilizers, n.e.c.",0.883309618944767
1698,Cucumbers and gherkins,PK compounds,-0.8111610140808098
1699,Cucumbers and gherkins,Phosphate rock,-0.5790305547515354
1700,Cucumbers and gherkins,Potassium chloride (muriate of potash) (MOP),0.2611724190902873
1701,Cucumbers and gherkins,Potassium nitrate,0.33977851205091975
1702,Cucumbers and gherkins,Potassium sulphate (sulphate of potash) (SOP),0.2748118535606074
1703,Cucumbers and gherkins,Sodium nitrate,-0.7048331609407398
1704,Cucumbers and gherkins,Superphosphates above 35%,-0.6053070724667122
1705,Cucumbers and gherkins,"Superphosphates, other",0.6075441924900753
1706,Cucumbers and gherkins,Urea,0.4026860823413739
1707,Cucumbers and gherkins,Urea and ammonium nitrate solutions (UAN),-0.78140069119792
1708,Grapes,Year,-0.43277924605897855
1709,Grapes,Nutrient nitrogen N (total) - tonnes,0.36330917003498436
1710,Grapes,Nutrient phosphate P2O5 (total) - tonnes,0.4044160326095251
1711,Grapes,Nutrient potash K2O (total) - tonnes,0.3153254155010548
1712,Grapes,harvest_area (ha),-0.3077638950975558
1713,Grapes,tonnes,0.9974729380013493
1714,Grapes,"Ammonia, anhydrous",-0.376972762724729
1715,Grapes,Ammonium nitrate (AN),0.2207631763645495
1716,Grapes,Ammonium sulphate,-0.782490762018469
1717,Grapes,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.18839941681415015
1718,Grapes,Diammonium phosphate (DAP),-0.5303316219180402
1719,Grapes,Fertilizers n.e.c.,-0.3428868229232762
1720,Grapes,Monoammonium phosphate (MAP),0.2537047735386693
1721,Grapes,NPK fertilizers,0.2605065393912829
1722,Grapes,Other NP compounds,0.4542475311783562
1723,Grapes,"Other nitrogenous fertilizers, n.e.c.",-0.5141510196932509
1724,Grapes,"Other phosphatic fertilizers, n.e.c.",0.36037806122038724
1725,Grapes,"Other potassic fertilizers, n.e.c.",-0.4596651867080261
1726,Grapes,PK compounds,0.3101216909232008
1727,Grapes,Phosphate rock,0.16613391631821506
1728,Grapes,Potassium chloride (muriate of potash) (MOP),-0.4798327342034492
1729,Grapes,Potassium nitrate,-0.1832156688334772
1730,Grapes,Potassium sulphate (sulphate of potash) (SOP),-0.22002607313357075
1731,Grapes,Sodium nitrate,0.43155330397914643
1732,Grapes,Superphosphates above 35%,0.08875493985511705
1733,Grapes,"Superphosphates, other",0.39066275572163284
1734,Grapes,Urea,-0.31641304634517886
1735,Grapes,Urea and ammonium nitrate solutions (UAN),0.3263351467675462
1736,Hop cones,Year,0.5560660153172071
1737,Hop cones,Nutrient nitrogen N (total) - tonnes,-0.5263481059902416
1738,Hop cones,Nutrient phosphate P2O5 (total) - tonnes,-0.44006935481222986
1739,Hop cones,Nutrient potash K2O (total) - tonnes,-0.24635361777138667
1740,Hop cones,harvest_area (ha),0.5253072199116519
1741,Hop cones,tonnes,0.9435039170657938
1742,Hop cones,"Ammonia, anhydrous",0.4532652048590203
1743,Hop cones,Ammonium nitrate (AN),-0.3361831306457389
1744,Hop cones,Ammonium sulphate,0.5292429755619229
1745,Hop cones,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.016451192917532907
1746,Hop cones,Diammonium phosphate (DAP),0.011373554699987552
1747,Hop cones,Fertilizers n.e.c.,0.562846524920247
1748,Hop cones,Monoammonium phosphate (MAP),-0.6751508779140825
1749,Hop cones,NPK fertilizers,-0.3283540896013131
1750,Hop cones,Other NP compounds,-0.21233249355333467
1751,Hop cones,"Other nitrogenous fertilizers, n.e.c.",0.425252725257023
1752,Hop cones,"Other phosphatic fertilizers, n.e.c.",-0.6207134359490035
1753,Hop cones,"Other potassic fertilizers, n.e.c.",0.6256114186592114
1754,Hop cones,PK compounds,-0.4002267394143469
1755,Hop cones,Phosphate rock,-0.1527285927164659
1756,Hop cones,Potassium chloride (muriate of potash) (MOP),0.28169785048201185
1757,Hop cones,Potassium nitrate,0.4140967368484222
1758,Hop cones,Potassium sulphate (sulphate of potash) (SOP),-0.04125745366663506
1759,Hop cones,Sodium nitrate,-0.15061264380779626
1760,Hop cones,Superphosphates above 35%,-0.27467735923255243
1761,Hop cones,"Superphosphates, other",0.09755116803583355
1762,Hop cones,Urea,-0.06854397434487912
1763,Hop cones,Urea and ammonium nitrate solutions (UAN),-0.599018724805735
1764,Leeks and other alliaceous vegetables,Year,0.843205816713186
1765,Leeks and other alliaceous vegetables,Nutrient nitrogen N (total) - tonnes,-0.3819579964650531
1766,Leeks and other alliaceous vegetables,Nutrient phosphate P2O5 (total) - tonnes,-0.2562741462234566
1767,Leeks and other alliaceous vegetables,Nutrient potash K2O (total) - tonnes,-0.15781750894041865
1768,Leeks and other alliaceous vegetables,harvest_area (ha),-0.5728358911400125
1769,Leeks and other alliaceous vegetables,tonnes,0.6864312291340218
1770,Leeks and other alliaceous vegetables,"Ammonia, anhydrous",0.7214986355604993
1771,Leeks and other alliaceous vegetables,Ammonium nitrate (AN),-0.67046981672914
1772,Leeks and other alliaceous vegetables,Ammonium sulphate,0.3239095694969944
1773,Leeks and other alliaceous vegetables,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.017066246041850277
1774,Leeks and other alliaceous vegetables,Diammonium phosphate (DAP),0.7053357049598562
1775,Leeks and other alliaceous vegetables,Fertilizers n.e.c.,0.07211559393940518
1776,Leeks and other alliaceous vegetables,Monoammonium phosphate (MAP),-0.8720949591250529
1777,Leeks and other alliaceous vegetables,NPK fertilizers,-0.7132778012601768
1778,Leeks and other alliaceous vegetables,Other NP compounds,-0.5878273891335164
1779,Leeks and other alliaceous vegetables,"Other nitrogenous fertilizers, n.e.c.",0.8464015542544223
1780,Leeks and other alliaceous vegetables,"Other phosphatic fertilizers, n.e.c.",-0.5189924294086816
1781,Leeks and other alliaceous vegetables,"Other potassic fertilizers, n.e.c.",0.5334618300757119
1782,Leeks and other alliaceous vegetables,PK compounds,-0.6218980948900795
1783,Leeks and other alliaceous vegetables,Phosphate rock,-0.3591401929932153
1784,Leeks and other alliaceous vegetables,Potassium chloride (muriate of potash) (MOP),0.8023665144369274
1785,Leeks and other alliaceous vegetables,Potassium nitrate,0.3622580849377481
1786,Leeks and other alliaceous vegetables,Potassium sulphate (sulphate of potash) (SOP),0.7175307747706925
1787,Leeks and other alliaceous vegetables,Sodium nitrate,-0.4169628579531852
1788,Leeks and other alliaceous vegetables,Superphosphates above 35%,-0.7331497129554637
1789,Leeks and other alliaceous vegetables,"Superphosphates, other",0.36416408701521485
1790,Leeks and other alliaceous vegetables,Urea,0.5775711585375304
1791,Leeks and other alliaceous vegetables,Urea and ammonium nitrate solutions (UAN),-0.5835004747029874
1792,Lettuce and chicory,Year,0.811167951344474
1793,Lettuce and chicory,Nutrient nitrogen N (total) - tonnes,-0.7812719137162478
1794,Lettuce and chicory,Nutrient phosphate P2O5 (total) - tonnes,-0.3933842870292336
1795,Lettuce and chicory,Nutrient potash K2O (total) - tonnes,0.015763218764824213
1796,Lettuce and chicory,harvest_area (ha),-0.5587729399853976
1797,Lettuce and chicory,tonnes,0.0006193691034608482
1798,Lettuce and chicory,"Ammonia, anhydrous",0.6159344796932049
1799,Lettuce and chicory,Ammonium nitrate (AN),-0.5172556169379213
1800,Lettuce and chicory,Ammonium sulphate,0.11953621519064013
1801,Lettuce and chicory,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,-0.41847873086432663
1802,Lettuce and chicory,Diammonium phosphate (DAP),0.3817649965115906
1803,Lettuce and chicory,Fertilizers n.e.c.,0.585882801789778
1804,Lettuce and chicory,Monoammonium phosphate (MAP),-0.787176494761108
1805,Lettuce and chicory,NPK fertilizers,-0.6879581649621154
1806,Lettuce and chicory,Other NP compounds,-0.4410399036526668
1807,Lettuce and chicory,"Other nitrogenous fertilizers, n.e.c.",0.771197617283053
1808,Lettuce and chicory,"Other phosphatic fertilizers, n.e.c.",-0.7344840868524826
1809,Lettuce and chicory,"Other potassic fertilizers, n.e.c.",0.8008768397731063
1810,Lettuce and chicory,PK compounds,-0.6592483026004281
1811,Lettuce and chicory,Phosphate rock,-0.5269130675397365
1812,Lettuce and chicory,Potassium chloride (muriate of potash) (MOP),0.3191493024136875
1813,Lettuce and chicory,Potassium nitrate,0.36724903797287767
1814,Lettuce and chicory,Potassium sulphate (sulphate of potash) (SOP),0.06767979098263262
1815,Lettuce and chicory,Sodium nitrate,-0.4301347338169061
1816,Lettuce and chicory,Superphosphates above 35%,-0.549883408189518
