Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4021","NPK fertilizers","2020","2020","tonnes","364832.93","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2002","2002","tonnes","113646.79","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2003","2003","tonnes","123591.54","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2004","2004","tonnes","155250.42","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2005","2005","tonnes","121491.41","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2006","2006","tonnes","130738.2","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2007","2007","tonnes","123513.69","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2008","2008","tonnes","145815.41","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2009","2009","tonnes","147916.05","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2010","2010","tonnes","203151.05","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2011","2011","tonnes","216040.27","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2012","2012","tonnes","286482.52","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2013","2013","tonnes","297057.36","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2014","2014","tonnes","322575.65","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2015","2015","tonnes","393741.52","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2016","2016","tonnes","301398.62","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2017","2017","tonnes","321258.95","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","318829.76","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","377017.07","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","380063.77","X","Figure from international organizations"
"RFB","Fertilizers by Product","276","Germany","5610","Import Quantity","4024","Other NP compounds","2002","2002","tonnes","152035.9","A","Official figure"
