,Year,Nutrient nitrogen N (total) - tonnes,Nutrient phosphate P2O5 (total) - tonnes,Nutrient potash K2O (total) - tonnes,Item,harvest_area (ha),Yield(tonnes/ha),Fung & Bact – Benzimidazoles,"Fung & Bact – Diazines, morpholines",Fung & Bact – Dithiocarbamates,Fung & Bact – Inorganics,Fung & Bact – Other,"Fung & Bact – Triazoles, diazoles",Herbicides – Amides,Herbicides – Bipiridils,Herbicides – Carbamates,Herbicides – Dinitroanilines,Herbicides – Other,Herbicides – Phenoxy hormone products,Herbicides – Sulfonyl ureas,Herbicides – Triazines,Herbicides – Uracil,Herbicides – Urea derivates,Insecticides – Botanical products and biologicals,Insecticides – Carbamates,Insecticides – Chlorinated Hydrocarbons,Insecticides – Organo-phosphates,Insecticides – Other,Insecticides – Pyrethroids,Mineral Oils,Plant Growth Regulators,Rodenticides – Anti-coagulants,Rodenticides – Other,Seed Treat Fung – Benzimidazoles,Seed Treat Fung – Botanical products and biologicals,Seed Treat Fung – Dithiocarbamates,Seed Treat Fung – Other,"Seed Treat Fung – Triazoles, diazoles",Seed Treat Insect – Carbamates,Seed Treat Insect – Organo-phosphates,Seed Treat Insect – Other,Seed Treat Insect – Pyrethroids
21,1990,1787300,609000,954400,Mixed grain,68411,4.5527,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
22,1990,1787300,609000,954400,Mustard seed,15362,1.4,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
23,1990,1787300,609000,954400,Oats,472721,4.4535,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
24,1990,1787300,609000,954400,"Onions and shallots, dry (excluding dehydrated)",6741,31.5039,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
25,1990,1787300,609000,954400,"Other beans, green",6753,7.028,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
26,1990,1787300,609000,954400,Other pulses n.e.c.,21768,3.3174,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
27,1990,1787300,609000,954400,"Other vegetables, fresh n.e.c.",40000,18.75,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
28,1990,1787300,609000,954400,Peaches and nectarines,4910,5.5625,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
29,1990,1787300,609000,954400,Pears,28000,13.5581,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
30,1990,1787300,609000,954400,"Peas, dry",23700,3.2363,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
31,1990,1787300,609000,954400,"Peas, green",7913,10.7545,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
32,1990,1787300,609000,954400,Plums and sloes,54940,6.5162,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
33,1990,1787300,609000,954400,Poppy seed,4500,0.7111,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
34,1990,1787300,609000,954400,Potatoes,561404,25.7764,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
35,1990,1787300,609000,954400,Rape or colza seed,722393,2.8907,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
36,1990,1787300,609000,954400,Raspberries,5191,5.2477,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
37,1990,1787300,609000,954400,Rye,1055447,3.7789,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
38,1990,1787300,609000,954400,Sour cherries,18440,6.4197,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
39,1990,1787300,609000,954400,Soya beans,2403,1.9792,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
40,1990,1787300,609000,954400,Spinach,2930,13.0461,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
41,1990,1787300,609000,954400,Strawberries,8305,8.907,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
42,1990,1787300,609000,954400,Sugar beet,611500,49.6587,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
43,1990,1787300,609000,954400,Sunflower seed,25248,2.9309,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
44,1990,1787300,609000,954400,Tomatoes,1458,35.2263,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
45,1990,1787300,609000,954400,Triticale,77154,5.04,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
46,1990,1787300,609000,954400,Unmanufactured tobacco,5502,1.8977,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
47,1990,1787300,609000,954400,Vetches,7300,1.0959,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
48,1990,1787300,609000,954400,"Walnuts, in shell",5120,2.3828,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
49,1990,1787300,609000,954400,Wheat,2429610,6.2734,215.0,1047.0,2828.0,2466.0,2670.0,1719.0,642.0,,924.0,1072.0,4036.0,4357.0,,1085.0,,3825.0,1.0,316.0,121.0,891.0,396.0,113.0,642.0,1910.0,5.0,8.0,,,,,,,,,
50,1991,1720000,519000,729658,Apples,39200,19.9184,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
51,1991,1720000,519000,729658,Apricots,100,9.0,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
52,1991,1720000,519000,729658,Asparagus,6253,2.4751,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
53,1991,1720000,519000,729658,Barley,2535384,5.7166,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
54,1991,1720000,519000,729658,"Beans, dry",2530,3.083,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
55,1991,1720000,519000,729658,"Broad beans and horse beans, dry",24281,3.5693,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
56,1991,1720000,519000,729658,"Broad beans and horse beans, green",992,6.6351,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
57,1991,1720000,519000,729658,Cabbages,17636,43.5532,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
58,1991,1720000,519000,729658,Carrots and turnips,6730,33.4053,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
59,1991,1720000,519000,729658,Cauliflowers and broccoli,6891,24.0686,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
60,1991,1720000,519000,729658,Cherries,7389,7.5715,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
61,1991,1720000,519000,729658,Cucumbers and gherkins,3132,39.5128,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
62,1991,1720000,519000,729658,Currants,21270,5.9406,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
63,1991,1720000,519000,729658,Gooseberries,13045,5.7305,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
64,1991,1720000,519000,729658,Grapes,99405,14.285,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
65,1991,1720000,519000,729658,Hop cones,22478,1.6221,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
66,1991,1720000,519000,729658,Leeks and other alliaceous vegetables,1949,24.6552,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
67,1991,1720000,519000,729658,"Lentils, dry",5,5.0,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
68,1991,1720000,519000,729658,Lettuce and chicory,5500,23.6364,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
69,1991,1720000,519000,729658,Linseed,8000,1.5,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
70,1991,1720000,519000,729658,Lupins,3000,1.2,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
71,1991,1720000,519000,729658,Maize (corn),283052,6.8432,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
72,1991,1720000,519000,729658,Mixed grain,67721,4.6981,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
73,1991,1720000,519000,729658,Mustard seed,4881,1.4,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
74,1991,1720000,519000,729658,Oats,379678,4.9173,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
75,1991,1720000,519000,729658,"Onions and shallots, dry (excluding dehydrated)",4399,35.3558,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
76,1991,1720000,519000,729658,"Other beans, green",5261,9.0852,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
77,1991,1720000,519000,729658,Other pulses n.e.c.,19046,3.4532,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
78,1991,1720000,519000,729658,Other stone fruits,520,16.3462,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
79,1991,1720000,519000,729658,"Other vegetables, fresh n.e.c.",3741,28.6174,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
80,1991,1720000,519000,729658,Peaches and nectarines,2362,4.7424,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
81,1991,1720000,519000,729658,Pears,9461,18.5292,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
82,1991,1720000,519000,729658,"Peas, dry",22545,3.3158,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
83,1991,1720000,519000,729658,"Peas, green",3438,4.3778,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
84,1991,1720000,519000,729658,Plums and sloes,27963,7.1023,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
85,1991,1720000,519000,729658,Poppy seed,4307,0.7012,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
86,1991,1720000,519000,729658,Potatoes,341782,29.8464,212.0,1007.0,2712.0,1625.0,2283.0,1926.0,1249.0,,1230.0,1500.0,5571.0,3551.0,,640.0,,4049.0,78.0,362.0,128.0,489.0,341.0,79.0,572.0,2392.0,6.0,4.0,,,,,,,,,
